ID_Cliente,Edad,Tipo_Contrato,Cargos_Mensuales,Meses_Antiguedad,Abandono,Tipo_Contrato_Num,Abandono_Num
CLI-1744,76.0,Mensual,97.77903986593489,39.0,Si,1.0,1.0
CLI-1745,56.0,Anual,27.358235672733194,42.0,No,0.0,0.0
CLI-1746,31.0,Mensual,71.5617005806998,66.0,Si,1.0,1.0
CLI-1747,79.0,Anual,77.96658181091408,54.0,No,0.0,0.0
CLI-1748,25.0,Anual,81.6750103633278,6.0,Si,0.0,1.0
CLI-1749,75.0,Anual,20.696343978031287,4.0,No,0.0,0.0
CLI-1750,79.0,Mensual,60.570032109032205,30.0,Si,1.0,1.0
CLI-1751,67.0,Anual,92.81030627361113,39.0,No,0.0,0.0
CLI-1752,25.0,Anual,100.4198087564043,71.0,Si,0.0,1.0
CLI-1753,34.0,Mensual,44.41550256838029,40.0,No,1.0,0.0
CLI-1754,55.0,Mensual,75.762933549803,9.0,Si,1.0,1.0
CLI-1755,55.0,Mensual,56.302610691536344,63.0,No,1.0,0.0
CLI-1757,22.0,Mensual,28.21198003927196,23.0,No,1.0,0.0
CLI-1758,37.0,Mensual,78.51573374581253,14.0,Si,1.0,1.0
CLI-1759,52.0,Mensual,70.09911707004562,32.0,No,1.0,0.0
CLI-1760,80.0,Anual,79.27408620270387,70.0,No,0.0,0.0
CLI-1761,47.0,Anual,114.73913678933197,15.0,Si,0.0,1.0
CLI-1762,42.0,Anual,73.06586907509319,35.0,Si,0.0,1.0
CLI-1763,84.0,Anual,98.25164085058793,36.0,No,0.0,0.0
CLI-1764,62.0,Anual,117.23489054119939,16.0,Si,0.0,1.0
CLI-1765,33.0,Mensual,76.7997222860296,11.0,No,1.0,0.0
CLI-1766,70.0,Anual,65.93233805728327,69.0,No,0.0,0.0
CLI-1767,26.0,Anual,81.09788201735975,43.0,Si,0.0,1.0
CLI-1768,74.0,Mensual,113.86463415313425,5.0,Si,1.0,1.0
CLI-1769,85.0,Anual,76.69959263990194,53.0,No,0.0,0.0
CLI-1770,75.0,Mensual,74.18638495649537,30.0,Si,1.0,1.0
CLI-1771,28.0,Mensual,21.928116083104904,42.0,Si,1.0,1.0
CLI-1772,40.0,Mensual,63.56689001564017,46.0,No,1.0,0.0
CLI-1773,75.0,Mensual,35.60361328963806,20.0,Si,1.0,1.0
CLI-1774,51.0,Mensual,79.75188339141948,65.0,Si,1.0,1.0
CLI-1775,39.0,Anual,71.3961529590907,18.0,Si,0.0,1.0
CLI-1776,44.0,Mensual,41.97870209092552,44.0,Si,1.0,1.0
CLI-1777,19.0,Mensual,102.09469300658169,46.0,Si,1.0,1.0
CLI-1778,20.0,Mensual,93.57882625949547,27.0,No,1.0,0.0
CLI-1779,27.0,Mensual,106.73726403866678,22.0,No,1.0,0.0
CLI-1780,62.0,Anual,70.47650987504778,22.0,Si,0.0,1.0
CLI-1781,54.0,Anual,67.49850637029135,24.0,No,0.0,0.0
CLI-1782,51.0,Anual,84.68899928604687,48.0,No,0.0,0.0
CLI-1783,46.0,Anual,57.19194541454891,29.0,No,0.0,0.0
CLI-1784,73.0,Mensual,91.02681137493262,17.0,No,1.0,0.0
CLI-1785,45.0,Anual,37.35484829674569,5.0,Si,0.0,1.0
CLI-1786,21.0,Mensual,71.89345061300271,66.0,Si,1.0,1.0
CLI-1788,71.0,Anual,103.29946272362821,30.0,Si,0.0,1.0
CLI-1789,59.0,Anual,78.14334472353784,30.0,No,0.0,0.0
CLI-1790,44.0,Anual,100.2296163798074,60.0,Si,0.0,1.0
CLI-1791,82.0,Anual,49.89947803897288,62.0,No,0.0,0.0
CLI-1792,28.0,Anual,98.90821480853971,60.0,Si,0.0,1.0
CLI-1793,30.0,Anual,32.537450661063346,14.0,No,0.0,0.0
CLI-1794,43.0,Mensual,110.80534349723176,60.0,No,1.0,0.0
CLI-1795,51.0,Mensual,101.57305113147258,71.0,Si,1.0,1.0
CLI-1796,51.0,Anual,40.31613684438951,19.0,Si,0.0,1.0
CLI-1797,72.0,Anual,70.16163578019375,30.0,No,0.0,0.0
CLI-1798,70.0,Anual,40.55327065289987,71.0,Si,0.0,1.0
CLI-1799,19.0,Anual,98.27848699343615,64.0,No,0.0,0.0
CLI-1800,46.0,Anual,77.18293777138749,54.0,No,0.0,0.0
CLI-1801,66.0,Anual,119.58893290505064,10.0,Si,0.0,1.0
CLI-1802,55.0,Mensual,31.959349903278273,27.0,No,1.0,0.0
CLI-1803,58.0,Anual,52.483175041312236,31.0,No,0.0,0.0
CLI-1804,79.0,Anual,114.03145696758351,48.0,Si,0.0,1.0
CLI-1805,31.0,Anual,74.49186452661482,20.0,No,0.0,0.0
CLI-1806,22.0,Anual,45.19679015006419,41.0,No,0.0,0.0
CLI-1807,84.0,Anual,89.52702956194786,12.0,Si,0.0,1.0
CLI-1809,32.0,Anual,97.5051609441615,29.0,No,0.0,0.0
CLI-1810,22.0,Anual,25.94700581781138,6.0,Si,0.0,1.0
CLI-1811,29.0,Mensual,70.33375821841851,40.0,Si,1.0,1.0
CLI-1812,82.0,Anual,77.95584773803796,21.0,No,0.0,0.0
CLI-1813,26.0,Mensual,104.8560679840113,53.0,No,1.0,0.0
CLI-1814,79.0,Mensual,101.64818475591724,58.0,Si,1.0,1.0
CLI-1816,25.0,Anual,67.3222042920039,23.0,No,0.0,0.0
CLI-1817,32.0,Anual,93.97813933899216,21.0,No,0.0,0.0
CLI-1818,23.0,Mensual,77.05733942425383,49.0,Si,1.0,1.0
CLI-1819,52.0,Anual,72.54017918837023,45.0,No,0.0,0.0
CLI-1820,76.0,Mensual,74.98244711134807,4.0,No,1.0,0.0
CLI-1821,39.0,Mensual,29.904060559834537,47.0,No,1.0,0.0
CLI-1822,38.0,Anual,57.241239921813914,4.0,Si,0.0,1.0
CLI-1823,48.0,Anual,80.28306023541765,17.0,Si,0.0,1.0
CLI-1824,47.0,Anual,72.98673766701145,3.0,Si,0.0,1.0
CLI-1825,29.0,Anual,85.41126719280845,32.0,Si,0.0,1.0
CLI-1826,22.0,Mensual,45.43647480047538,26.0,Si,1.0,1.0
CLI-1827,54.0,Anual,40.79927272625103,31.0,Si,0.0,1.0
CLI-1828,20.0,Anual,43.944432174360266,60.0,Si,0.0,1.0
CLI-1829,85.0,Anual,44.42254291094177,25.0,No,0.0,0.0
CLI-1830,48.0,Mensual,65.65682818311782,11.0,No,1.0,0.0
CLI-1831,30.0,Anual,94.21579160619103,42.0,No,0.0,0.0
CLI-1832,61.0,Anual,26.249805749445446,50.0,Si,0.0,1.0
CLI-1833,80.0,Anual,96.84269968717294,59.0,Si,0.0,1.0
CLI-1834,79.0,Anual,106.01365436822708,70.0,No,0.0,0.0
CLI-1835,65.0,Anual,83.0240587703625,61.0,No,0.0,0.0
CLI-1836,74.0,Anual,67.27660897802105,51.0,No,0.0,0.0
CLI-1837,23.0,Anual,52.35419255405917,38.0,Si,0.0,1.0
CLI-1838,43.0,Mensual,105.57079871391696,48.0,Si,1.0,1.0
CLI-1839,21.0,Anual,54.92255870305957,22.0,Si,0.0,1.0
CLI-1840,55.0,Mensual,82.63600638816061,6.0,No,1.0,0.0
CLI-1841,85.0,Anual,27.466844390073934,67.0,No,0.0,0.0
CLI-1842,55.0,Anual,23.428322079760605,59.0,Si,0.0,1.0
CLI-1843,33.0,Anual,23.514298896394497,59.0,No,0.0,0.0
CLI-1844,45.0,Mensual,31.438629932510615,22.0,Si,1.0,1.0
CLI-1845,60.0,Mensual,49.363936884562236,37.0,Si,1.0,1.0
CLI-1846,75.0,Mensual,113.3212388102384,28.0,Si,1.0,1.0
CLI-1847,65.0,Anual,91.35285874777956,29.0,Si,0.0,1.0
CLI-1848,49.0,Anual,54.511379044048454,37.0,No,0.0,0.0
CLI-1849,40.0,Mensual,20.838038866874214,20.0,No,1.0,0.0
CLI-1850,66.0,Anual,64.80175546893716,14.0,Si,0.0,1.0
CLI-1851,58.0,Mensual,38.55864005635743,45.0,No,1.0,0.0
CLI-1852,52.0,Mensual,25.030482906184787,41.0,No,1.0,0.0
CLI-1854,50.0,Mensual,36.10298819410832,3.0,No,1.0,0.0
CLI-1855,80.0,Mensual,90.69073747711056,29.0,Si,1.0,1.0
CLI-1856,69.0,Anual,92.42831883367569,8.0,Si,0.0,1.0
CLI-1857,70.0,Anual,30.20179857480964,46.0,Si,0.0,1.0
CLI-1858,58.0,Mensual,52.98694010462791,3.0,Si,1.0,1.0
CLI-1859,76.0,Mensual,66.04874550052466,45.0,No,1.0,0.0
CLI-1860,45.0,Mensual,102.32514074271661,36.0,Si,1.0,1.0
CLI-1861,38.0,Mensual,115.0366292440591,1.0,Si,1.0,1.0
CLI-1862,74.0,Anual,49.309365662761905,5.0,Si,0.0,1.0
CLI-1863,36.0,Mensual,57.04870030924591,18.0,Si,1.0,1.0
CLI-1864,64.0,Anual,20.95460556415071,17.0,Si,0.0,1.0
CLI-1865,61.0,Anual,42.50884670741682,36.0,Si,0.0,1.0
CLI-1866,85.0,Mensual,77.89555039885477,18.0,Si,1.0,1.0
CLI-1867,81.0,Anual,77.65371988344407,67.0,Si,0.0,1.0
CLI-1868,65.0,Mensual,45.20312010977901,43.0,Si,1.0,1.0
CLI-1869,36.0,Mensual,82.62185885505787,1.0,Si,1.0,1.0
CLI-1870,65.0,Mensual,96.03919413550528,72.0,Si,1.0,1.0
CLI-1871,69.0,Anual,27.29826275181341,40.0,No,0.0,0.0
CLI-1872,31.0,Anual,93.60939195611813,38.0,No,0.0,0.0
CLI-1873,57.0,Anual,83.18315233717811,31.0,Si,0.0,1.0
CLI-1874,46.0,Anual,99.93530594642239,45.0,No,0.0,0.0
CLI-1875,32.0,Mensual,89.02825678157275,65.0,Si,1.0,1.0
CLI-1876,50.0,Mensual,60.667555765905576,43.0,No,1.0,0.0
CLI-1877,59.0,Anual,26.04128284130223,28.0,Si,0.0,1.0
CLI-1878,81.0,Anual,90.777047359998,25.0,No,0.0,0.0
CLI-1879,46.0,Anual,78.57321051134431,67.0,No,0.0,0.0
CLI-1880,30.0,Mensual,70.95510969401079,21.0,No,1.0,0.0
CLI-1881,30.0,Anual,34.993032880608716,24.0,Si,0.0,1.0
CLI-1882,78.0,Anual,79.46232423506294,22.0,No,0.0,0.0
CLI-1883,72.0,Mensual,115.5827525617222,65.0,Si,1.0,1.0
CLI-1885,35.0,Anual,43.64894223813343,69.0,Si,0.0,1.0
CLI-1886,61.0,Mensual,49.0121694286822,70.0,Si,1.0,1.0
CLI-1887,75.0,Anual,66.70217213193641,48.0,No,0.0,0.0
CLI-1888,72.0,Anual,86.4709990300236,37.0,No,0.0,0.0
CLI-1890,37.0,Mensual,91.99767330452597,52.0,Si,1.0,1.0
CLI-1891,44.0,Anual,106.66173849211609,56.0,Si,0.0,1.0
CLI-1892,35.0,Mensual,79.43642964927442,70.0,Si,1.0,1.0
CLI-1893,66.0,Anual,47.39428796026737,71.0,Si,0.0,1.0
CLI-1894,75.0,Mensual,49.844601474982646,61.0,No,1.0,0.0
CLI-1895,73.0,Anual,45.27522230746564,21.0,No,0.0,0.0
CLI-1896,23.0,Anual,97.89798132118074,13.0,No,0.0,0.0
CLI-1897,28.0,Anual,54.763128210568,19.0,Si,0.0,1.0
CLI-1898,51.0,Anual,35.82153859118692,36.0,Si,0.0,1.0
CLI-1899,23.0,Mensual,72.90404247397987,48.0,Si,1.0,1.0
CLI-1900,53.0,Mensual,69.3997162203936,34.0,No,1.0,0.0
CLI-1901,42.0,Mensual,110.74917597032508,72.0,No,1.0,0.0
CLI-1902,51.0,Anual,68.07915608179067,24.0,No,0.0,0.0
CLI-1903,43.0,Anual,55.07237855001596,24.0,Si,0.0,1.0
CLI-1904,51.0,Mensual,119.87088932136867,35.0,Si,1.0,1.0
CLI-1905,37.0,Mensual,75.8634046689348,27.0,Si,1.0,1.0
CLI-1906,51.0,Anual,66.37903551797842,3.0,Si,0.0,1.0
CLI-1907,71.0,Anual,61.733931885207895,32.0,No,0.0,0.0
CLI-1908,28.0,Mensual,53.71574763609784,48.0,Si,1.0,1.0
CLI-1909,73.0,Mensual,29.020620076985786,31.0,No,1.0,0.0
CLI-1910,51.0,Mensual,84.17993736371653,5.0,Si,1.0,1.0
CLI-1911,74.0,Anual,91.45696006017856,41.0,No,0.0,0.0
CLI-1912,22.0,Anual,47.26276691417316,38.0,No,0.0,0.0
CLI-1913,42.0,Anual,72.22032190129013,66.0,Si,0.0,1.0
CLI-1914,22.0,Mensual,47.89197652883403,70.0,No,1.0,0.0
CLI-1915,79.0,Mensual,20.31366541267268,28.0,No,1.0,0.0
CLI-1916,37.0,Mensual,118.85464751571155,8.0,Si,1.0,1.0
CLI-1917,46.0,Mensual,58.81131069725801,42.0,Si,1.0,1.0
CLI-1918,56.0,Mensual,79.95719921667026,64.0,Si,1.0,1.0
CLI-1919,51.0,Anual,58.250625280094454,27.0,Si,0.0,1.0
CLI-1920,27.0,Mensual,43.2161583830274,21.0,Si,1.0,1.0
CLI-1921,20.0,Anual,89.30777903274821,23.0,No,0.0,0.0
CLI-1922,42.0,Mensual,109.04484615798492,2.0,No,1.0,0.0
CLI-1923,26.0,Anual,34.47328214839916,20.0,Si,0.0,1.0
CLI-1924,57.0,Anual,36.147567257065106,2.0,Si,0.0,1.0
CLI-1925,36.0,Mensual,56.43890962230538,62.0,No,1.0,0.0
CLI-1926,78.0,Anual,118.82780920079108,19.0,Si,0.0,1.0
CLI-1928,40.0,Mensual,83.19043629739434,61.0,Si,1.0,1.0
CLI-1929,35.0,Anual,47.84479603748785,22.0,No,0.0,0.0
CLI-1930,55.0,Mensual,66.9801924770629,32.0,No,1.0,0.0
CLI-1931,43.0,Mensual,22.299655425691192,67.0,No,1.0,0.0
CLI-1932,51.0,Anual,80.30494482956566,55.0,Si,0.0,1.0
CLI-1933,24.0,Mensual,89.2826543450548,69.0,Si,1.0,1.0
CLI-1934,57.0,Mensual,42.72792531642936,70.0,No,1.0,0.0
CLI-1935,25.0,Anual,51.54282826240315,54.0,Si,0.0,1.0
CLI-1936,54.0,Mensual,47.70101427996214,4.0,No,1.0,0.0
CLI-1937,51.0,Anual,85.12213039009472,29.0,Si,0.0,1.0
CLI-1938,29.0,Anual,92.56904141965812,62.0,No,0.0,0.0
CLI-1939,38.0,Mensual,75.58253568015569,10.0,Si,1.0,1.0
CLI-1940,28.0,Anual,35.40494099309734,40.0,Si,0.0,1.0
CLI-1941,85.0,Mensual,91.81157571047122,13.0,No,1.0,0.0
CLI-1942,72.0,Anual,114.22571512615725,55.0,Si,0.0,1.0
CLI-1943,56.0,Anual,112.21511789611688,31.0,Si,0.0,1.0
CLI-1944,19.0,Mensual,29.344864606119064,53.0,No,1.0,0.0
CLI-1945,71.0,Anual,45.973608527221735,57.0,Si,0.0,1.0
CLI-1946,70.0,Mensual,108.69465074618805,65.0,No,1.0,0.0
CLI-1947,58.0,Anual,54.04926097313839,4.0,Si,0.0,1.0
CLI-1948,23.0,Anual,31.144683036146354,7.0,No,0.0,0.0
CLI-1949,50.0,Anual,52.00712141874939,32.0,No,0.0,0.0
CLI-1950,28.0,Anual,114.814743170263,22.0,No,0.0,0.0
CLI-1951,63.0,Anual,44.676763535479026,38.0,No,0.0,0.0
CLI-1952,84.0,Mensual,52.63307444769704,16.0,Si,1.0,1.0
CLI-1953,48.0,Anual,82.85902442911177,28.0,Si,0.0,1.0
CLI-1954,51.0,Anual,94.7985637198836,52.0,Si,0.0,1.0
CLI-1955,78.0,Anual,22.37191076384914,72.0,Si,0.0,1.0
CLI-1956,78.0,Anual,89.41967511280886,44.0,No,0.0,0.0
CLI-1957,37.0,Anual,119.36846768906403,44.0,No,0.0,0.0
CLI-1958,44.0,Mensual,86.78385559285616,26.0,Si,1.0,1.0
CLI-1959,60.0,Anual,39.933997558075745,59.0,No,0.0,0.0
CLI-1960,39.0,Anual,60.95144727384417,57.0,No,0.0,0.0
CLI-1961,30.0,Mensual,108.89634869701878,21.0,No,1.0,0.0
CLI-1962,22.0,Mensual,86.82598116072563,64.0,Si,1.0,1.0
CLI-1963,24.0,Mensual,56.77475198425108,35.0,No,1.0,0.0
CLI-1964,44.0,Anual,108.35061810433645,17.0,Si,0.0,1.0
CLI-1965,75.0,Mensual,64.76414086177566,26.0,Si,1.0,1.0
CLI-1966,33.0,Mensual,33.74665685355345,17.0,No,1.0,0.0
CLI-1967,74.0,Mensual,68.53545743452139,20.0,No,1.0,0.0
CLI-1968,29.0,Mensual,85.35021277632774,63.0,Si,1.0,1.0
CLI-1969,82.0,Anual,30.73704678496292,66.0,Si,0.0,1.0
CLI-1971,71.0,Mensual,98.77719913574802,23.0,Si,1.0,1.0
CLI-1972,50.0,Mensual,64.31471508709006,69.0,Si,1.0,1.0
CLI-1973,47.0,Anual,44.69397363583025,25.0,No,0.0,0.0
CLI-1974,20.0,Mensual,84.3229927964432,72.0,Si,1.0,1.0
CLI-1975,43.0,Mensual,65.94203967421257,20.0,Si,1.0,1.0
CLI-1976,62.0,Mensual,75.22219917504245,7.0,Si,1.0,1.0
CLI-1977,73.0,Anual,42.322193791960274,53.0,Si,0.0,1.0
CLI-1978,21.0,Anual,37.64677025823569,56.0,No,0.0,0.0
CLI-1979,50.0,Mensual,47.21704637684611,7.0,No,1.0,0.0
CLI-1980,80.0,Anual,42.13837007785685,70.0,Si,0.0,1.0
CLI-1981,84.0,Mensual,90.03524362456213,64.0,No,1.0,0.0
CLI-1982,29.0,Mensual,110.09013017559312,65.0,Si,1.0,1.0
CLI-1983,32.0,Mensual,115.00217487411932,19.0,Si,1.0,1.0
CLI-1984,51.0,Mensual,41.27419394713299,21.0,No,1.0,0.0
CLI-1985,25.0,Mensual,71.64858588725852,67.0,Si,1.0,1.0
CLI-1986,83.0,Mensual,46.92443685041482,54.0,No,1.0,0.0
CLI-1987,51.0,Mensual,44.160804109754196,8.0,Si,1.0,1.0
CLI-1988,76.0,Anual,32.29594949003141,50.0,Si,0.0,1.0
CLI-1989,21.0,Mensual,59.62451178258235,6.0,No,1.0,0.0
CLI-1990,82.0,Anual,38.81180350204933,9.0,No,0.0,0.0
CLI-1991,41.0,Anual,42.38080824774198,59.0,No,0.0,0.0
CLI-1992,51.0,Anual,71.9363957727648,6.0,No,0.0,0.0
CLI-1993,73.0,Mensual,108.78716518270161,71.0,No,1.0,0.0
CLI-1994,51.0,Anual,23.228267488982983,33.0,Si,0.0,1.0
CLI-1995,43.0,Anual,46.826362379255954,9.0,No,0.0,0.0
CLI-1996,54.0,Mensual,117.87185757399361,38.0,No,1.0,0.0
CLI-1998,73.0,Mensual,117.46610031245253,5.0,No,1.0,0.0
CLI-1999,40.0,Mensual,35.27669832975271,51.0,No,1.0,0.0
CLI-2000,42.0,Mensual,80.24232097153336,34.0,Si,1.0,1.0
CLI-2001,18.0,Anual,72.81786002810443,39.0,Si,0.0,1.0
CLI-2002,26.0,Mensual,37.35682449913871,28.0,No,1.0,0.0
CLI-2003,85.0,Anual,87.72656493620963,38.0,Si,0.0,1.0
CLI-2004,73.0,Anual,43.134701391998014,56.0,Si,0.0,1.0
CLI-2005,43.0,Anual,44.50399863112081,43.0,Si,0.0,1.0
CLI-2006,57.0,Anual,119.97072511176411,25.0,No,0.0,0.0
CLI-2007,42.0,Anual,79.76430620376962,65.0,Si,0.0,1.0
CLI-2008,51.0,Anual,33.28654012507127,14.0,Si,0.0,1.0
CLI-2009,60.0,Mensual,46.9561764585844,26.0,Si,1.0,1.0
CLI-2010,46.0,Anual,35.72035105751358,3.0,Si,0.0,1.0
CLI-2011,51.0,Mensual,108.9549430743741,3.0,Si,1.0,1.0
CLI-2012,79.0,Mensual,74.12653154652685,5.0,Si,1.0,1.0
CLI-2013,37.0,Anual,56.35213024784862,14.0,No,0.0,0.0
CLI-2014,81.0,Mensual,69.25942042511355,24.0,No,1.0,0.0
CLI-2015,51.0,Mensual,43.32548910253338,72.0,No,1.0,0.0
CLI-2016,30.0,Mensual,54.719289754258476,56.0,Si,1.0,1.0
CLI-2017,30.0,Anual,42.14053199577049,44.0,Si,0.0,1.0
CLI-2018,28.0,Anual,87.6209469422136,31.0,No,0.0,0.0
CLI-2019,18.0,Mensual,114.80117225254715,6.0,Si,1.0,1.0
CLI-2020,45.0,Anual,82.74818521483208,15.0,Si,0.0,1.0
CLI-2021,21.0,Mensual,53.06447365901926,11.0,No,1.0,0.0
CLI-2022,83.0,Anual,23.288820897655476,37.0,No,0.0,0.0
CLI-2024,69.0,Mensual,83.50027919927919,72.0,No,1.0,0.0
CLI-2025,30.0,Mensual,57.2517338431014,68.0,No,1.0,0.0
CLI-2026,35.0,Mensual,27.672298244235563,16.0,No,1.0,0.0
CLI-2027,66.0,Anual,23.397983634504598,32.0,No,0.0,0.0
CLI-2029,19.0,Anual,117.49958979100508,34.0,No,0.0,0.0
CLI-2030,54.0,Anual,57.10114860459125,67.0,Si,0.0,1.0
CLI-2031,66.0,Anual,20.369379894384856,49.0,No,0.0,0.0
CLI-2032,20.0,Anual,45.00156333497916,54.0,Si,0.0,1.0
CLI-2033,62.0,Anual,100.49027790356534,37.0,No,0.0,0.0
CLI-2034,42.0,Anual,63.782323758104766,37.0,No,0.0,0.0
CLI-2035,35.0,Anual,76.53296839927465,42.0,No,0.0,0.0
CLI-2036,18.0,Anual,96.52540949029775,17.0,No,0.0,0.0
CLI-2037,66.0,Anual,100.38048258608751,70.0,Si,0.0,1.0
CLI-2038,42.0,Anual,79.94373536160538,24.0,Si,0.0,1.0
CLI-2039,31.0,Anual,60.115044912441576,70.0,No,0.0,0.0
CLI-2040,61.0,Mensual,93.5948840583728,69.0,Si,1.0,1.0
CLI-2041,19.0,Mensual,105.16910031813673,32.0,No,1.0,0.0
CLI-2042,57.0,Anual,97.90707618325767,56.0,Si,0.0,1.0
CLI-2043,51.0,Anual,35.69587563864601,63.0,No,0.0,0.0
CLI-2044,25.0,Mensual,20.96022827894394,29.0,No,1.0,0.0
CLI-2045,50.0,Mensual,84.704390315444,47.0,No,1.0,0.0
CLI-2046,81.0,Anual,100.60140295120516,35.0,Si,0.0,1.0
CLI-2047,73.0,Anual,90.17937994815262,65.0,No,0.0,0.0
CLI-2048,51.0,Mensual,118.84378737833804,23.0,Si,1.0,1.0
CLI-2049,58.0,Anual,31.96448343235108,11.0,Si,0.0,1.0
CLI-2050,51.0,Anual,24.433738282858812,43.0,No,0.0,0.0
CLI-2051,58.0,Anual,76.27886031630132,31.0,Si,0.0,1.0
CLI-2052,37.0,Mensual,41.308250481861805,67.0,No,1.0,0.0
CLI-2053,55.0,Anual,43.64261100546019,18.0,No,0.0,0.0
CLI-2054,48.0,Mensual,66.21613281714569,49.0,Si,1.0,1.0
CLI-2055,43.0,Anual,32.92204300381691,16.0,No,0.0,0.0
CLI-2056,39.0,Anual,75.80959660163016,52.0,Si,0.0,1.0
CLI-2057,70.0,Mensual,40.433975153146456,45.0,No,1.0,0.0
CLI-2058,45.0,Anual,41.583944208588775,18.0,Si,0.0,1.0
CLI-2059,64.0,Mensual,64.35659255639673,59.0,Si,1.0,1.0
CLI-2060,37.0,Anual,41.03740574477917,47.0,No,0.0,0.0
CLI-2061,56.0,Anual,76.02874708725895,47.0,Si,0.0,1.0
CLI-2062,43.0,Mensual,119.46554606969197,40.0,Si,1.0,1.0
CLI-2063,78.0,Anual,25.183967089035402,1.0,Si,0.0,1.0
CLI-2064,29.0,Mensual,50.7370819014442,35.0,Si,1.0,1.0
CLI-2065,51.0,Mensual,71.802003887392,67.0,Si,1.0,1.0
CLI-2066,80.0,Anual,35.85485022826344,34.0,No,0.0,0.0
CLI-2067,46.0,Anual,110.61821546807754,64.0,Si,0.0,1.0
CLI-2068,19.0,Anual,62.935624343411696,26.0,No,0.0,0.0
CLI-2069,24.0,Mensual,77.51238947600214,36.0,No,1.0,0.0
CLI-2070,60.0,Mensual,91.3065837377034,71.0,No,1.0,0.0
CLI-2071,54.0,Anual,41.981511196312674,16.0,Si,0.0,1.0
CLI-2072,51.0,Anual,28.083838273208443,50.0,Si,0.0,1.0
CLI-2073,74.0,Mensual,58.10948494238606,19.0,No,1.0,0.0
CLI-2074,82.0,Mensual,95.63200023179513,18.0,No,1.0,0.0
CLI-2075,41.0,Mensual,36.26304029386644,1.0,Si,1.0,1.0
CLI-2076,71.0,Anual,77.97365469646107,15.0,Si,0.0,1.0
CLI-2077,69.0,Mensual,107.25281323446839,6.0,No,1.0,0.0
CLI-2078,28.0,Mensual,65.50943630969415,26.0,Si,1.0,1.0
CLI-2079,85.0,Anual,68.93598539519729,56.0,Si,0.0,1.0
CLI-2080,55.0,Mensual,100.11316815239073,15.0,No,1.0,0.0
CLI-2081,18.0,Anual,71.89143894808825,36.0,No,0.0,0.0
CLI-2082,21.0,Mensual,96.8711975343072,26.0,Si,1.0,1.0
CLI-2083,36.0,Mensual,119.29343168366594,25.0,Si,1.0,1.0
CLI-2084,23.0,Mensual,34.943742880012366,2.0,No,1.0,0.0
CLI-2085,74.0,Anual,67.79087951928037,68.0,Si,0.0,1.0
CLI-2086,41.0,Anual,82.40589341128361,28.0,No,0.0,0.0
CLI-2087,30.0,Anual,89.9812501595748,38.0,Si,0.0,1.0
CLI-2088,75.0,Anual,90.78834325487784,7.0,No,0.0,0.0
CLI-2089,42.0,Anual,91.36680858074574,28.0,Si,0.0,1.0
CLI-2090,63.0,Mensual,64.40079229028092,34.0,No,1.0,0.0
CLI-2091,37.0,Mensual,41.70948431507418,33.0,No,1.0,0.0
CLI-2092,75.0,Anual,93.84232885093517,44.0,No,0.0,0.0
CLI-2093,53.0,Anual,96.31887658085296,38.0,No,0.0,0.0
CLI-2094,51.0,Anual,77.99083204947993,18.0,Si,0.0,1.0
CLI-2095,49.0,Anual,38.28372158097965,64.0,Si,0.0,1.0
CLI-2096,62.0,Anual,79.38296349109862,65.0,No,0.0,0.0
CLI-2097,51.0,Anual,59.738789091625115,39.0,No,0.0,0.0
CLI-2098,78.0,Mensual,72.25941642471398,36.0,No,1.0,0.0
CLI-2099,47.0,Mensual,63.92550093424439,52.0,Si,1.0,1.0
CLI-2100,63.0,Mensual,67.44977266439236,70.0,Si,1.0,1.0
CLI-2101,20.0,Anual,71.73280511102641,25.0,No,0.0,0.0
CLI-2102,18.0,Anual,38.392922171526024,7.0,Si,0.0,1.0
CLI-2103,67.0,Mensual,114.07872309500893,26.0,No,1.0,0.0
CLI-2104,71.0,Anual,50.56464117449556,57.0,No,0.0,0.0
CLI-2105,32.0,Anual,20.096672544680132,37.0,No,0.0,0.0
CLI-2106,77.0,Mensual,49.262404135687945,41.0,No,1.0,0.0
CLI-2107,51.0,Mensual,67.76100616225071,60.0,Si,1.0,1.0
CLI-2109,33.0,Mensual,96.44758356567436,4.0,No,1.0,0.0
CLI-2110,65.0,Mensual,81.17952534826298,50.0,No,1.0,0.0
CLI-2111,80.0,Anual,89.28692273323792,30.0,No,0.0,0.0
CLI-2112,31.0,Mensual,79.65223348466165,72.0,Si,1.0,1.0
CLI-2113,76.0,Mensual,54.04618247088303,46.0,Si,1.0,1.0
CLI-2114,74.0,Anual,83.53859469982902,31.0,Si,0.0,1.0
CLI-2115,34.0,Mensual,33.68104828468437,19.0,No,1.0,0.0
CLI-2116,26.0,Mensual,25.492332381641653,30.0,Si,1.0,1.0
CLI-2118,77.0,Mensual,63.191098979864314,37.0,Si,1.0,1.0
CLI-2119,54.0,Anual,57.369561447983024,17.0,Si,0.0,1.0
CLI-2120,71.0,Anual,38.43039712645967,56.0,No,0.0,0.0
CLI-2121,72.0,Mensual,70.27798805166724,60.0,Si,1.0,1.0
CLI-2122,54.0,Anual,31.860716902449965,68.0,Si,0.0,1.0
CLI-2123,83.0,Anual,81.13510204400646,34.0,Si,0.0,1.0
